IdAlbum,Num,Titre,IdSerie,IdDessinateur,IdColoriste,IdScenariste,Editeur,Reference,Couverture,,Exlibris,NbPages,Planche,IdBEL,Exemplaires
212,5,La chevauchée des bactéries,74,116,15,115,Soleil Productions,2-84946-318-3,lanfeustdesetoiles05.jpg,,lanfeustdesetoiles05v.jpg,48,lanfeustdesetoiles05p.jpg,52352,7
213,6,Le râle du flibustier,74,116,15,115,Soleil Productions,2-84946-641-7,LanfeustDesEtoiles06.jpg,,lanfeustdesetoiles06v.jpg,51,lanfeustdesetoiles06p.jpg,59589,2
214,7,Le secret des Dolphantes,74,116,15,115,Soleil Productions,978-2-302-00031-5,lanfeustdesetoiles07.jpg,,lanfeustdesetoiles07v.jpg,47,AlblanfeustDesEtoiles7_06122007_203300.jpg,69820,4
215,2,Les projets,40,59,62,63,Dargaud,2-205-05732-4,RetourALaTerreLe2a_21012005.jpg,,NULL,45,NULL,42554,5
216,3,Le vaste monde,40,59,62,63,Dargaud,2-205-05625-5,RetourALaTerreLe3_11012005.jpg,,retouralaterre03v.jpg,46,retouralaterre03p.jpg,NULL,6
217,1,Les premiers mots,75,117,117,117,Dupuis,2-8001-0781-2,bidouilleetviolette01.jpg,,bidouilleetviolette01v.jpg,41,NULL,3403,2
218,2,Les jours sombres,75,117,117,117,Dupuis,2-8001-0879-7,bidouilletviolette02.jpg,,bidouilleetviolette02v.jpg,47,NULL,3404,4
219,3,La Reine des glaces,75,117,117,117,Dupuis,2-8001-1011-2,bidouilleetviolette03.jpg,,bidouilleetviolette03v.jpg,48,NULL,3405,3
220,4,La ville de tous les jours,75,117,117,117,Dupuis,2-8001-1247-6,bidouille04.jpg,,bidouilleetviolette04v.jpg,44,NULL,3406,2
221,1,Les Canons du 18 mars,76,119,24,118,Casterman,2-203-39927-9,cridupeuplecouv01_6697.jpg,,NULL,76,NULL,6697,2
222,3,Les heures sanglantes,76,119,24,118,Casterman,2-203-39930-9,cridupeuplecouv03_28933.jpg,,cridupeuple03v_28933.jpg,74,NULL,28933,5
223,2,L'espoir assassiné,76,119,24,118,Casterman,2-203-39929-5,cridupeuplecouv02_22778.jpg,,cridupeuple02v_22778.jpg,84,NULL,22778,6
224,4,Le testament des ruines,76,119,24,118,Casterman,2-203-39931-7,cridupeuplecouv04_39428.jpg,,cridupeuple04v_39428.jpg,74,NULL,39428,7
225,NULL,Guerre éternelle,77,121,122,120,Dupuis,2-8001-2640-X,guerreeternelle_int.jpg,,guerreeternelleintver.jpg,165,NULL,12495,1
226,14,La machination Voronov,78,123,124,114,Blake et Mortimer,2-87097-052-8,blakeetmortimereditionbmcouv14.JPG,,blakeetmortimereditionbetm14v.jpg,62,BlakeMortimerEditionsBlakeMortimer14_p_7665.jpg,7665,2
227,NULL,Le voyage en Italie,79,78,1,78,Dupuis,2-8001-3166-7,voyageenitalieint.jpg,,NULL,96,NULL,1169,3
228,NULL,Zélie Nord - Sud,80,78,125,78,Le Lombard,978-2-8036-2400-3,ZelieNordSuda_03062008_200452.jpg,,ZelieNordSuda_03062008_200452.jpg,44,NULL,74975,2
229,1,Tome 1,81,126,126,126,Dupuis,2-8001-2870-4,sursiscouv01b_30562.jpg,,sursisverso01b_30562.jpg,52,sursisle01p.jpg,30562,1
230,2,Tome 2,81,126,126,126,Dupuis,2-8001-2598-5,sursiscouv02a_30561.jpg,,sursisverso02a_30561.jpg,54,sursisle02p.jpg,30561,5
231,NULL,Intégrale,82,128,129,127,Glénat,2-7234-4042-7,gilsaintandreint_bel.jpg,,NULL,135,NULL,20824,3
232,NULL,Le cahier bleu,83,123,123,123,Casterman,2-203-39103-0,cahierbleu01a.jpg,,cahierbleu01av_24868.jpg,68,cahierbleup.jpg,24868,4
233,NULL,Un peu de fumée bleue,84,131,131,130,Dupuis,2-8001-2973-5,unpeudefumeebleucouv.jpg,,NULL,76,NULL,2108,5
234,NULL,Le long voyage de Léna,85,123,123,132,Dargaud,2-205-05743-X,LongVoyageDeLenaLe_04092006.jpg,,longvoyagedelena01v.jpg,54,NULL,57770,6
235,NULL,Après la pluie,86,123,123,123,Casterman,2-203-38906-0,apreslapluie.jpg,,apreslapluieverso.jpg,52,NULL,25589,7
236,1,Le vol du corbeau - 1,87,126,126,126,Dupuis,2-8001-3141-1,volducorbeau01.JPG,,volcorbeau01v.jpg,54,volducorbeau01p.jpg,18220,4
237,2,Le vol du corbeau - 2,87,126,126,126,Dupuis,2-8001-3376-7,VolDuCorbeauLe02.jpg,,volducorbeau02v.jpg,54,volducorbeau02p.jpg,45812,3
238,NULL,Pilules Bleues,88,89,24,89,Atrabile,2-9700165-6-7,pilulesbleuesco.jpg,,pilulesbleuesver.jpg,190,pilulesbleuesp.jpg,7463,7
239,1,Persepolis 1,89,133,24,133,L'Association,2-84414-058-0,persepolis01.jpg,,NULL,69,NULL,8457,5
240,2,Persepolis 2,89,133,24,133,L'Association,2-84414-079-3,persepolis02.jpg,,NULL,100,NULL,6703,4
241,3,Persepolis 3,89,133,24,133,L'Association,2-84414-104-8,Persepolis03_08092002.jpg,,persepolis03ver.jpg,92,NULL,18355,2
242,4,Persepolis 4,89,133,24,133,L'Association,2-84414-137-4,persepolis04_19092003.jpg,,persepolis04ver.jpg,100,NULL,29303,5
243,NULL,Poulet aux prunes,90,133,24,133,L'Association,2-84414-159-5,PouletAuxPrunes_13102004.jpg,,pouletauxprunesv.jpg,NULL,pouletauxprunesp.jpg,39901,1
244,1,Premier Tome,91,134,134,134,Les Humanoïdes Associés,2-7316-1312-2,bibendumceleste01a.jpg,,NULL,60,NULL,NULL,1
245,2,Deuxième tome,91,134,134,134,Les Humanoïdes Associés,2-7316-1367-X,BibendumCelesteLe02EO.jpg,,NULL,60,NULL,NULL,4
246,3,Troisième tome,91,134,76,134,Les Humanoïdes Associés,2-7316-1451-X,BibendumCelesteLe03EO.jpg,,bibendumceleste03v_8237.jpg,67,NULL,8237,2
247,NULL,Foligatto,92,134,1,135,Les Humanoïdes Associés,2-7316-1334-3,Foligatto1998.jpg,,NULL,60,NULL,36959,3
248,1,Transports amoureux,93,134,136,134,Dupuis,2-8001-3625-1,Salvatore01.jpg,,salvatore01v_41768.jpg,46,Salvatore01p_41768.jpg,41768,4
249,2,Le grand départ,93,134,76,134,Dupuis,2-8001-3834-3,salvatore02.jpg,,salvatore02ver.jpg,52,Salvatore02p_56511.jpg,56511,6
250,1,Léon la came,94,134,134,137,Casterman,2-203-33609-9,Leonlacame01a_06112003.jpg,,NULL,120,NULL,30778,7
251,2,Laid pauvre et malade,94,134,134,137,Casterman,2-203-35914-5,leonlacame02.jpg,,NULL,115,NULL,21314,8
252,3,Priez pour nous,94,134,1,137,Casterman,2-203-35916-1,leonlacame03.jpg,,NULL,72,NULL,21305,3
253,1,L'Anguille,95,138,139,137,Glénat,2-7234-1392-6,pontdanslavase01.jpg,,pontvase01v.jpg,46,NULL,6725,1
254,2,Orlandus,95,138,140,137,Glénat,2-7234-1732-8,pontdanslavase02.jpg,,pontvase02v.jpg,46,NULL,6726,2
255,3,Malocchio,95,138,140,137,Glénat,2-7234-2326-3,pontdanslavase03.jpg,,pontvase03v.jpg,46,NULL,6727,4
256,4,Barthelemy,95,138,141,137,Glénat,2-7234-3174-6,pontdanslavase04.jpg,,pontvase04v.jpg,46,NULL,23339,5
257,NULL,Pourquoi j'ai tué Pierre,96,143,144,142,Delcourt,2-7560-0380-8,PourquoiJaiTuePierre_14092006.jpg,,pourquoijaituepierrev.jpg,112,pourquoijaituepierrep.jpg,57975,2
258,NULL,Intégrale,97,146,146,145,Delcourt,2-84055-044-X,legendescontreesoublieesint.jpg,,LEGENDESDESCONTREEOUBLIEESVINTA.jpg,NULL,NULL,2358,2
259,1,La planète,98,147,147,147,Dargaud,2-205-04902-X,betelgeuse01.jpg,,betelgeuse01v_7480.jpg,46,Betelgeuse01p_7480.jpg,NULL,3
261,3,L'expédition,98,147,147,147,Dargaud,2-205-05231-4,betelgeuse03.jpg,,betelgeuse03v_12692.jpg,46,Betelgeuse03p_12692.jpg,NULL,2
262,4,Les cavernes,98,147,147,147,Dargaud,2-205-05475-9,betelgeusecou04.jpg,,betelgeuse04v_30572.jpg,46,Betelgeuse04p_30572.jpg,30572,3
263,5,L'autre,98,147,147,147,Dargaud,2-205-05636-0,betelgeuse05.jpg,,betelgeuse05v.jpg,46,Betelgeuse05ESp_49318.jpg,49318,4
264,1,Episode 1,99,147,147,147,Dargaud,978-2205-05889-5,Antares01.jpg,,antares01v.jpg,55,mondesdaldebaranantares01p_62073.jpg,62073,5
265,1,Apparitions,100,147,148,147,Dargaud,2-205-05197-0,kenya01.jpg,,kenya01v_6463.jpg,46,kenya01p_6463.jpg,6463,6
266,2,Rencontres,100,147,148,147,Dargaud,2-205-05335-3,kenyaco02.jpg,,kenya02v.jpg,46,kenya02p.jpg,22737,12
267,3,Aberrations,100,147,148,147,Dargaud,2-205-05499-6,kenya03.jpg,,kenya03v.jpg,46,kenya03p_36465.jpg,36465,2
268,4,Interventions,100,147,148,149,Dargaud,2-205-05712-X,Kenya04.jpg,,kenya04v.jpg,46,kenya04p.jpg,53166,4
269,5,Illusions,100,147,150,149,Dargaud,978-2-205-06054-6,kenya05_74803.jpg,,kenya05v_74803.jpg,46,kenya05p_74803.jpg,74803,5
271,1,tome 1,102,151,1,151,Soleil Productions,2-87764-764-1,petitpolio1_26112002.JPG,,NULL,50,NULL,NULL,6
272,2,tome 2,102,151,1,151,Soleil Productions,2-87764-916-4,petitpolio2_26112002.JPG,,NULL,52,NULL,20958,2
273,3,Mémé d'Arménie,102,151,1,151,Soleil Productions,2-84565-204-6,petitpolio3_19122002.JPG,,NULL,49,NULL,21393,4
274,4,Les années ventoline,102,151,151,151,Futuropolis,978-2-7548-0026-6,PetitPolio3_11112007_125910.jpg,,NULL,59,NULL,68456,3
275,1,Le bar du vieux français 1,103,152,152,130,Dupuis,2-8001-1910-1,barduvieuxfrancaiscouv01.jpg,,barfrancais14p.jpg,54,barduvieuxfrancais01p.jpg,6789,2
277,NULL,La belette,104,153,24,153,Casterman,2-203-33417-7,Comes_Belette_01.jpg,,Comes_Belette_01v.jpg,140,Belette_p_22883.jpg,22883,2
278,NULL,L'arbre-coeur,105,153,24,153,Casterman,2-203-33442-8,arbrecoeur_19012003.jpg,,arbrecoeurverso.jpg,84,NULL,22884,5
279,2,Le Maître des Ténèbres,106,153,153,153,Casterman,2-203-33502-5,ergunlerrant02a.jpg,,ergunlerrant02av.jpg,44,ergunlerrant02p.jpg,32218,6
280,NULL,"Dracula, Dracul, Vlad?, bah...",107,154,154,154,Les Humanoïdes Associés,2-73161-105-7,dracula_30082002.jpg,,NULL,80,NULL,18093,4
281,NULL,L'arrière boutique du magasin général II,108,96,24,77,Casterman,2-203-34809-7,MagasinGeneral2hs_04112006.jpg,,MAGASINGENERALHSVT02.jpg,151,magasingeneral02hsp.jpg,58986,3
282,1,Marie,108,96,57,77,Casterman,2-203-37011-4,magasingeneral01.jpg,,magasingeneral01v.jpg,76,NULL,54297,7
283,2,Serge,108,96,57,77,Casterman,2-203-37013-0,magasingeneral02couv.jpg,,magasingeneral02v.jpg,68,magasingeneral02p.jpg,58729,5
284,3,Les hommes,108,96,57,77,Casterman,978-2-203-34810-3,magasingeneral03.jpg,,magasingeneral03v.jpg,76,AlbmagasinGeneral4_31102007_063336.jpg,68193,4
285,1,http://www.xxeciel.com/mémoires98,109,79,79,79,Les Humanoïdes Associés,2-7316-1406-4,xxcielcouv01a.jpg,,xxemesiecle01v_6553.jpg,59,XXeciel01ap_6553.jpg,NULL,2
286,2,http://www.xxeciel.com/mémoires99,109,79,79,79,Les Humanoïdes Associés,2-7316-1416-1,xxcielcouv02.JPG,,xxemesiecle02v.jpg,62,XXeciel02p_6554.jpg,6554,5
287,3,http://www.xxeciel.com/mémoires<19>00,109,79,79,79,Les Humanoïdes Associés,2-7316-1554-0,xxemeciel031900.jpg,,xxemecielcom1900v.jpg,72,XXeciel031p_40890.jpg,40890,1
288,1,[avant]...,110,79,79,79,Futuropolis,2-7548-0005-0,cielaudessusdebruxelles01.jpg,,cielaudessusdebruxelles01v.jpg,68,NULL,54306,1
289,2,...[après],110,79,79,79,Futuropolis,978-2-75480-084-6,cielaudessusdebruxelles02.jpg,,cielaudessusdebruxelles02v.jpg,94,cielaudessusdebruxelles02p.jpg,62194,4
290,1,Le secret du Janissaire,58,92,92,91,Delcourt,2-84055-059-8,DeCapeEtDeCrocs1a_13032006.jpg,,DeCapeEtDeCrocs01.jpg,46,decapeetdecrocs01p_1063.jpg,1063,2
291,2,Pavillon noir !,58,92,92,91,Delcourt,2-84055-143-8,DeCapeEtDeCrocs2a_13032006.jpg,,DeCapeEtDeCrocs02.jpg,46,decapeetdecrocs02p_1064.jpg,1064,3
292,3,L'archipel du danger,58,92,92,91,Delcourt,2-84055-236-1,DeCapeEtDeCrocs3a_13032006.jpg,,DeCapeEtDeCrocs03.jpg,47,decapeetdecrocs03p_1354.jpg,1354,4
293,6,Luna Incognita,58,92,92,91,Delcourt,2-84789-112-9,DeCapeEtDeCrocs5a_13032006.jpg,,decapeetdecrocs06v.jpg,46,decapeetdecrocs06p_35016.jpg,35016,6
294,7,Chasseurs de Chimères,58,92,92,91,Delcourt,2-84789-925-1,decapeetdecrocs_07.jpg,,decapeetdecrocs07v.jpg,49,decapeetdecrocs07p_53167.jpg,53167,7
303,1,Le secret des eaux,115,164,165,163,Delcourt,2-84789-103-X,AlimleTanneur01.jpg,,alimletanneur01v.jpg,46,alimletanneur01p.jpg,39219,8
304,2,Le vent de l'exil,115,164,165,163,Delcourt,2-84789-946-4,alimletanneur_02.jpg,,alimletanneur02v.jpg,46,alimletanneur02p.jpg,54302,3
305,3,La terre du prophète pâle,115,164,164,163,Delcourt,978-2-7560-0369-6,AlimLeTanneur3_27112007_232724.jpg,,AlimLeTanneur3_27112007_232724.jpg,54,AlbalimLeTanneur3_27112007_232724.jpg,69058,1
314,NULL,Canoë Bay,111,156,156,155,Daniel Maghen,978-2-356-74009-0,CanoeBay_21032009_074933.jpg,,CanoeBay_21032009_074933.jpg,76,canoebay01p_85094_85149.jpg,85149,2
316,5,Les révolutions,40,59,62,63,Dargaud,978-2-205-06235-9,RetourALaTerreLe5_29112008_200007.jpg,,RetourALaTerreLe5_29112008_200007.jpg,45,AlbretourALaTerreLe5_29112008_200007.jpg,80700,4
317,1,Livre I : Le Chant d'Anoroer,113,160,160,159,Soleil Productions,2-84946-422-8,Servitude1.jpg,,Servitude01v_56319.jpg,52,servitude01p.jpg,56319,5
318,2,Livre II : Drekkars,113,160,160,159,Soleil Productions,978-2-302-00214-2,Servitude2_18122008_214301.jpg,,Servitude2_18122008_214301.jpg,46,Albservitude2_18122008_214301.jpg,81914,2
319,5,Poussière d'ange,15,33,33,32,Albin Michel,2-226-17542-3,AnitaBomba5_21112006.jpg,,anitabomba05v_59298.jpg,48,NULL,59298,2
320,2,Beau bandit,50,75,76,75,Dargaud,978-2205-05953-3,Gus02_71318.jpg,,Gus02v_71318.jpg,84,Gus02p_71318.jpg,71318,3
321,3,Ernest,50,75,170,75,Dargaud,978-2-205-06086-7,Gus3_01122008_184848.jpg,,Gus3_01122008_184848.jpg,88,Albgus3_01122008_184848.jpg,80841,2
322,6,Au commencement,56,89,90,88,Les Humanoïdes Associés,978-2-7316-2188-4,koma06_79842.jpg,,koma06v_79842.jpg,46,koma06p_79842.jpg,79842,3
323,8,Le sang des comètes,117,116,15,173,Soleil Productions,978-2-30200-382-8,lanfeustdesetoiles08_80608.jpg,,lanfeustdesetoiles08v_80608.jpg,54,lanfeustdesetoiles08p_80608.jpg,80608,4
324,2,Episode 2,99,176,176,176,Dargaud,978-2-205-06185-7,Antares_02_84321.jpg,,MondesAldebaran_antares2v_84321.jpg,46,AlbmondesDaldebaranLesAntares2_20022009_113229.jpg,84321,5
328,2,"Hugo & Iris, Chapitre 2 - Automne 1830",54,81,81,79,Futuropolis/Glénat,978-2-7548-0108-9,sambrelaguerredessambre02_78011.jpg,,sambrelaguerredessambre02v_78011.jpg,46,guerredessambre02_78011.jpg,78011,6
329,31,Le bouclier de Thor,72,112,112,114,Le Lombard,978-2-8036-2486-7,thorgal31couv_80551.jpg,,thorgal31v_80551.jpg,46,Albthorgal31_26112008_132602.jpg,80551,7
330,2,Vincent Van Gogh - La ligne de front,37,59,60,59,Dargaud,2-205-05466-X,UneAventureRocambolesqueDe02_34422.jpg,,UneAventureRocambolesqueDe02V_34422.jpg,46,NULL,34422,2
334,1,Zoo 1,62,177,177,101,Dupuis,2-8001-2132-7,Zoo01.jpg,,Zoo01ver.jpg,70,zoo01ap.jpg,22784,4
335,2,Zoo 2,62,177,177,101,Dupuis,2-8001-2324-9,Zoo02.jpg,,zoo02ver.jpg,62,zoo02ap.jpg,22785,5
336,3,Zoo 3,62,177,177,101,Dupuis,978-2-8001-4004-9,zoo03.jpg,,zoo03v.jpg,72,zoo03p.jpg,68055,6
337,1,Le nouveau rêve,118,178,7,2,Les Humanoïdes Associés,2-7316-1425-0,apreslincalcouv01.jpg,,apresincal01v.jpg,56,NULL,2101,2
338,1,Monsieur Fruit - T1,119,134,24,134,Seuil,2-0202-3701-6,monsieurfruit01couv.jpg,,NULL,153,NULL,15788,4
341,2,Monsieur Fruit - T2,119,134,24,134,Seuil,2-02-029670-5,MonsieurFruit02a.jpg,,NULL,149,NULL,51362,3
342,4,Confessions,108,96,57,77,Casterman,978-2-203-01691-0,magasingeneral04_79885.jpg,,magasingeneral04v_79885.jpg,66,magasingeneral04p_79885.jpg,79885,11
343,3,Le prince charmant,49,74,73,73,Dargaud,978-2205-06083-6,misspastouche03_77426.jpg,,misspastouche03v_77426.jpg,46,AlbmissPasTouche3_04092008_205317.jpg,77426,2
344,2,Les survivants,98,176,176,176,Dargaud,2-205-04987-9,betelgeuse02.jpg,,Betelgeuse02v_7481.jpg,46,Betelgeuse02p_7481.jpg,NULL,5
345,1,La catastrophe,120,176,176,176,Dargaud,2-205-04186-X,aldebaran01a.jpg,,NULL,48,NULL,26411,6
346,2,La blonde,120,176,176,176,Dargaud,2-205-04968-2,aldebaran02a.jpg,,MondesDaldebaranLes2b_26412.jpg,46,NULL,NULL,7
347,3,La photo,120,176,176,176,Dargaud,2-205-04969-0,MondesDaldebaranLes3b_07102007_170606.jpg,,MondesDaldebaranLes3b_07102007_170606.jpg,46,aldebaran03apl_67559.jpg,NULL,1
348,4,Le groupe,120,176,176,176,Dargaud,2-205-04970-4,aldebaran04a.jpg,,MondesDaldebaranLesverso04_26414.jpg,46,NULL,NULL,2
349,5,La créature,120,176,176,176,Dargaud,2-205-04968-2,MondesDaldebaranLes5c_20022008_101535.jpg,,MondesDaldebaranLes5c_20022008_101535.jpg,46,NULL,NULL,3
350,2,Amy,5,14,14,13,Delcourt,2-84055-035-0,pouvoirinnocents02couv.jpg,,NULL,64,pouvoirdesinnocents02p_3093.jpg,NULL,2
351,5,Sergent Logan,5,14,14,13,Delcourt,2-84055-440-2,pouvoirdesinnocents05couv.jpg,,pouvoirdesinnocents05v_7820.jpg,62,pouvoirdesinnocents05p_7820.jpg,7820,1
352,1,Pourquoi cette nuit est-elle différente des autres nuits ?,121,65,76,64,Dupuis,2-8001-3149-7,olivesnoires01.jpg,,olivesnoires01v_2212.jpg,48,NULL,NULL,5
353,2,Adam Harishon,121,65,76,64,Dupuis,2-8001-3220-5,olivesnoires02.jpg,,olivesnoires02v_7821.jpg,48,NULL,7821,3
354,3,Tu ne mangeras pas le chevreau dans le lait de sa mère,121,65,76,64,Dupuis,2-8001-3378-3,olivesnoires03.jpg,,olivesnoires03v_22541.jpg,48,NULL,NULL,4
355,1,Première époque (1914-1915),122,126,126,126,Futuropolis,978-2-7548-0113-3,matteo01_78761.jpg,,matteo01v_78761.jpg,62,matteop_78761.jpg,78761,5
356,NULL,Troubles fêtes,123,77,77,180,Les Humanoïdes Associés,2-7316-0652-5,loiseltroublesreed.jpg,,loisel-troubles-reed-4emeplat.jpg,70,NULL,NULL,6
358,NULL,Les portes du possible,124,182,182,181,Casterman,2-203-34322-2,portesdupossible.jpg,,portesdupossiblev.jpg,46,portesdupossiblep.jpg,51224,7
367,1,La chanson,126,190,191,189,Delcourt,2-84055-686-3,ChevalierMalheur01couv_20081023_8860.jpg,,ChevalierMalheur01verso_20081023_8860.jpg,48,ChevalierMalheur01plan_20081023_8860.jpg,8860,4
368,2,Citadelle,126,190,191,189,Delcourt,2-84055-903-X,ChevalierMalheur02couv_20081023_23695.jpg,,ChevalierMalheur02verso_20081023_23695.jpg,48,ChevalierMalheur02plan_20081023_23695.jpg,23695,3
369,3,Tel père tel fils,126,190,192,189,Delcourt,2-84789-405-5,ChevalierMalheur03couv_20081023_42412.jpg,,ChevalierMalheur03verso_20081023_42412.jpg,46,ChevalierMalheur03plan_20081023_42412.jpg,42412,7
373,4,Le déluge,127,193,193,193,Soleil Productions,2-84565-234-8,universalwarone4.jpg,,UniversalWarOne04v_7001.jpg,48,UniversalWarOne04p_7001.jpg,7001,5
374,5,Babel,127,193,193,193,Soleil Productions,2-84565-406-5,universalwar05.jpg,,UniversalWarOne05v_39525.jpg,46,UniversalWarOne05p_39525.jpg,39525,4
375,6,Le patriarche,127,193,193,193,Soleil Productions,2-84946-095-8,UniversalWarOne6_21062006.jpg,,universalwarone06v.jpg,46,UniversalWarOne06p_56815.jpg,56815,2
376,1,Le bois sauvage,128,194,194,194,Delcourt,2-84055-107-1,VentDanslesSaulesLe01.JPG,,NULL,31,NULL,931,5
377,2,"Auto, crapaud, blaireau",128,194,194,194,Delcourt,2-84055-168-3,ventdanslessaulescouv02.JPG,,NULL,32,NULL,1149,1
378,3,L'échappée belle,128,194,194,194,Delcourt,2-84055-252-3,VentDanslesSaulesLe03.JPG,,NULL,32,ventdanslessaules03p.jpg,1753,1
379,4,Foutoir au manoir,128,194,194,194,Delcourt,2-84055-580-8,VentDanslesSaulesLe04.JPG,,ventdanslessaules04ver.jpg,31,NULL,7127,4
381,NULL,Animal'z,112,158,158,158,Casterman,978-2-203-01966-9,Animalz_10032009_223059.jpg,,Animalz_10032009_223059.jpg,96,animalz01p_84895.jpg,84895,2
382,1,L'empire de Monsieur Joseph,114,128,162,161,Glénat,978-2-7234-5580-8,IlEtaitUneFoisEnFrance1_04102007_192650.jpg,,IlEtaitUneFoisEnFrance1_04102007_192650.jpg,54,AlbilEtaitUneFoisEnFrance1_04102007_192650.jpg,67443,3
383,2,Le vol noir des corbeaux,114,128,162,161,Glénat,978-2-7234-6183-2,IlEtaitUneFoisEnFrance2_02102008_110958.jpg,,IlEtaitUneFoisEnFrance2_02102008_110958.jpg,56,AlbilEtaitUneFoisEnFrance2_02102008_110958.jpg,78501,4
384,1,Papillons de nuit,129,197,197,196,Les Humanoïdes Associés,2-7316-1294-0,reseaubombyce01.jpg,,reseaubombyce01v.jpg,46,reseaubombyce01p.jpg,6185,6
385,2,Monsieur lune,129,197,197,196,Les Humanoïdes Associés,2-7316-1460-9,reseaubombyce02.jpg,,reseaubombyce02v.jpg,46,reseaubombyce02p.jpg,21006,7
386,1,L'invitation au voyage,130,194,194,194,Delcourt,2-84789-674-0,ventdanssables01_44911.jpg,,ventdanssables01v.jpg,32,ventdanslessables01p.jpg,44911,8
387,2,Etranges étrangers,130,194,194,194,Delcourt,978-2-7560-0564-5,VentDansLesSablesLe2_17042007.jpg,,ventdanslessables02v.jpg,32,ventdanslessables02p.jpg,62060,3
388,3,La Tentation du Désert,130,194,194,194,Delcourt,978-2-7560-1269-8,ventdanslessables03_84663.jpg,,ventdanslessables03v_84663.jpg,32,ventdanslessables03p_84663.jpg,84663,1
389,9,Revers de fortune,58,92,92,91,Delcourt,978-2-7560-0835-6,Couv_96637.jpg,,Verso_96637.jpg,47,96637_pla.jpg,96637,2
390,5,Montréal,108,96,57,77,Casterman,978-2-203-02463-2,Couv_97432.jpg,,Verso_97432.jpg,70,PlancheA_97432.jpg,97432,4
391,3,Episode 3,99,176,176,176,Dargaud,978-2-205-06371-4,antaresmondesaldebaran03_103248.jpg,,antaresmondesaldebaran03v_103248.jpg,46,antaresmondesaldebaran03p_103248.jpg,103248,5
392,7,La voie du Rige,55,198,57,83,Dargaud,978-2-205-06009-6,Couv_105589.jpg,,Verso_105589.jpg,66,quetedeloiseaudutemps07p_105589.jpg,105589,2
393,3,"Hugo & Iris, Chapitre 3 - Hiver 1831",54,81,81,199,Futuropolis/Glénat,978-2-7548-0109-6,Couv_98900.jpg,,Verso_98900.jpg,56,PlancheA_98900.jpg,98900,2
394,7,Le commun des mortels,4,12,12,11,Casterman,978-2-203-01438-1,tueur07_91979.jpg,,tueur07v_91979.jpg,54,tueur07p_91979.jpg,91979,3
395,8,L'ordre naturel des choses,4,12,12,11,Casterman,978-2-203-03167-8,Tueur8-couv_110520.jpg,,Tueur8-verso_110520.jpg,54,Tueur8-planc_110520.jpg,110520,2
396,NULL,Les armes du Meta-Baron,131,5,201,2,Les humanoïdes associés,978-2-7316-1447-3,ArmesDuMetabaronLes1_21092008_182642.jpg,,ArmesDuMetabaronLes1_21092008_182642.jpg,56,NULL,78033,3
397,NULL,Les derniers corsaires,132,205,1,204,Les éditions de la Pastèque,2-922585-37-9,DerniersCorsairesLes_04082006.jpg,,NULL,62,NULL,57287,4
398,1,Tome 1,133,207,207,206,Robert Laffont,978-2-221-10727-0,BoisDesViergesLe1_12022008_230258.jpg,,boisdesvierges01v_71599.jpg,54,BoisVierges01P2_71599.jpg,71599,5
399,1,La Genèse,127,193,193,193,Soleil Productions,2-87764-807-9,UniversalWarOneQuadrantSolaire.jpg,,NULL,46,NULL,NULL,6
400,NULL,Québec. un détroit dans le fleuve,59,20,20,20,Casterman,978-2-203-01448-0,Quebec_19032008_144825.jpg,,Quebec_19032008_144825.jpg,64,Albquebec_19032008_144825.jpg,72857,7
401,NULL,Le petit Prince,134,64,62,64,Gallimard,978-2-07-060339-8,petitprincesfar_78379.jpg,,petitptincesfarv_78379.jpg,110,NULL,78379,2
402,1,Grasse Carcasse,135,59,59,59,Dargaud,978-2-205-06397-4,Couv_97655.jpg,,Verso_97655.jpg,200,PlancheA_97655.jpg,97655,4
